leaves,vector,bottom_permutation,top_permutation,permutation,orbits
15,[1 0 1 1 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 6)(2 15)(3 13)(4 12)(5 10)(7 9)(8 11),"[[14, 11, 8, 5, 10, 7, 9, 12, 4, 1, 6, 3, 13, 15, 2, 0]]",1
17,[1 0 2 1 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 14)(2 17)(3 13)(4 12)(5 10)(6 15)(7 9)(8 11),"[[16, 13, 3, 6, 15, 17, 2, 0], [14, 11, 8, 5, 10, 7, 9, 12, 4, 1]]",2
15,[1 1 0 1 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 6)(3 15)(4 12)(5 10)(7 9)(8 11),"[[14, 11, 8, 5, 10, 7, 9, 12, 4, 1, 13, 15, 3, 6, 2, 0]]",1
17,[1 1 1 1 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 14)(3 13)(4 12)(5 10)(6 17)(7 9)(8 11),"[[16, 13, 3, 6, 17, 15, 1, 4, 12, 9, 7, 10, 5, 8, 11, 14, 2, 0]]",1
19,[1 1 2 1 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 16)(3 13)(4 12)(5 10)(6 15)(7 9)(8 11)(14 19),"[[18, 15, 6, 3, 13, 16, 2, 0], [17, 19, 14, 11, 8, 5, 10, 7, 9, 12, 4, 1]]",2
17,[1 2 0 1 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 6)(3 14)(4 12)(5 10)(7 9)(8 11)(13 17),"[[16, 13, 17, 15, 1, 4, 12, 9, 7, 10, 5, 8, 11, 14, 3, 6, 2, 0]]",1
19,[1 2 1 1 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 14)(3 13)(4 12)(5 10)(6 16)(7 9)(8 11)(15 19),"[[18, 15, 19, 17, 1, 4, 12, 9, 7, 10, 5, 8, 11, 14, 2, 0], [13, 16, 6, 3]]",2
21,[1 2 2 1 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 16)(3 13)(4 12)(5 10)(6 15)(7 9)(8 11)(14 18)(17 21),"[[20, 17, 21, 19, 1, 4, 12, 9, 7, 10, 5, 8, 11, 14, 18, 15, 6, 3, 13, 16, 2, 0]]",1
15,[1 0 0 2 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 13)(1 3)(2 15)(4 12)(5 10)(6 14)(7 9)(8 11),"[[13, 15, 2, 0], [3, 6, 14, 11, 8, 5, 10, 7, 9, 12, 4, 1]]",2
17,[1 0 1 2 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 17)(3 15)(4 12)(5 10)(6 14)(7 9)(8 11),"[[16, 13, 1, 4, 12, 9, 7, 10, 5, 8, 11, 14, 6, 3, 15, 17, 2, 0]]",1
19,[1 0 2 2 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 16)(2 19)(3 15)(4 12)(5 10)(6 14)(7 9)(8 11)(13 17),"[[18, 15, 3, 6, 14, 11, 8, 5, 10, 7, 9, 12, 4, 1, 16, 13, 17, 19, 2, 0]]",1
17,[1 1 0 2 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 13)(3 17)(4 12)(5 10)(6 14)(7 9)(8 11),"[[16, 13, 2, 0], [15, 17, 3, 6, 14, 11, 8, 5, 10, 7, 9, 12, 4, 1]]",2
19,[1 1 1 2 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 16)(3 15)(4 12)(5 10)(6 14)(7 9)(8 11)(13 19),"[[18, 15, 3, 6, 14, 11, 8, 5, 10, 7, 9, 12, 4, 1, 17, 19, 13, 16, 2, 0]]",1
21,[1 1 2 2 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 18)(3 15)(4 12)(5 10)(6 14)(7 9)(8 11)(13 17)(16 21),"[[20, 17, 13, 16, 21, 19, 1, 4, 12, 9, 7, 10, 5, 8, 11, 14, 6, 3, 15, 18, 2, 0]]",1
19,[1 2 0 2 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 13)(3 16)(4 12)(5 10)(6 14)(7 9)(8 11)(15 19),"[[18, 15, 19, 17, 1, 4, 12, 9, 7, 10, 5, 8, 11, 14, 6, 3, 16, 13, 2, 0]]",1
21,[1 2 1 2 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 16)(3 15)(4 12)(5 10)(6 14)(7 9)(8 11)(13 18)(17 21),"[[20, 17, 21, 19, 1, 4, 12, 9, 7, 10, 5, 8, 11, 14, 6, 3, 15, 18, 13, 16, 2, 0]]",1
23,[1 2 2 2 1 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 18)(3 15)(4 12)(5 10)(6 14)(7 9)(8 11)(13 17)(16 20)(19 23),"[[22, 19, 23, 21, 1, 4, 12, 9, 7, 10, 5, 8, 11, 14, 6, 3, 15, 18, 2, 0], [17, 20, 16, 13]]",2
15,[1 0 0 0 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 4)(1 3)(2 14)(5 10)(6 13)(7 9)(8 11)(12 15),"[[4, 1, 3, 6, 13, 15, 12, 9, 7, 10, 5, 8, 11, 14, 2, 0]]",1
15,[1 0 1 0 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 4)(2 15)(3 12)(5 10)(6 13)(7 9)(8 11),"[[14, 11, 8, 5, 10, 7, 9, 12, 3, 6, 13, 15, 2, 0], [4, 1]]",2
17,[1 0 2 0 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 14)(2 17)(3 12)(4 15)(5 10)(6 13)(7 9)(8 11),"[[16, 13, 6, 3, 12, 9, 7, 10, 5, 8, 11, 14, 1, 4, 15, 17, 2, 0]]",1
15,[1 1 0 0 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 12)(2 4)(3 15)(5 10)(6 13)(7 9)(8 11),"[[14, 11, 8, 5, 10, 7, 9, 12, 1, 4, 2, 0], [15, 13, 6, 3]]",2
17,[1 1 1 0 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 14)(3 12)(4 17)(5 10)(6 13)(7 9)(8 11),"[[16, 13, 6, 3, 12, 9, 7, 10, 5, 8, 11, 14, 2, 0], [15, 17, 4, 1]]",2
19,[1 1 2 0 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 16)(3 12)(4 15)(5 10)(6 13)(7 9)(8 11)(14 19),"[[18, 15, 4, 1, 17, 19, 14, 11, 8, 5, 10, 7, 9, 12, 3, 6, 13, 16, 2, 0]]",1
17,[1 2 0 0 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 4)(3 14)(5 10)(6 13)(7 9)(8 11)(12 17),"[[16, 13, 6, 3, 14, 11, 8, 5, 10, 7, 9, 12, 17, 15, 1, 4, 2, 0]]",1
19,[1 2 1 0 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 14)(3 12)(4 16)(5 10)(6 13)(7 9)(8 11)(15 19),"[[18, 15, 19, 17, 1, 4, 16, 13, 6, 3, 12, 9, 7, 10, 5, 8, 11, 14, 2, 0]]",1
21,[1 2 2 0 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 16)(3 12)(4 15)(5 10)(6 13)(7 9)(8 11)(14 18)(17 21),"[[20, 17, 21, 19, 1, 4, 15, 18, 14, 11, 8, 5, 10, 7, 9, 12, 3, 6, 13, 16, 2, 0]]",1
15,[1 0 0 1 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 12)(1 3)(2 15)(4 14)(5 10)(6 13)(7 9)(8 11),"[[12, 9, 7, 10, 5, 8, 11, 14, 4, 1, 3, 6, 13, 15, 2, 0]]",1
17,[1 0 1 1 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 12)(2 17)(3 15)(4 14)(5 10)(6 13)(7 9)(8 11),"[[16, 13, 6, 3, 15, 17, 2, 0], [12, 9, 7, 10, 5, 8, 11, 14, 4, 1]]",2
19,[1 0 2 1 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 16)(2 19)(3 15)(4 14)(5 10)(6 13)(7 9)(8 11)(12 17),"[[18, 15, 3, 6, 13, 16, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 17, 19, 2, 0]]",1
17,[1 1 0 1 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 12)(3 17)(4 14)(5 10)(6 13)(7 9)(8 11),"[[16, 13, 6, 3, 17, 15, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 2, 0]]",1
19,[1 1 1 1 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 16)(3 15)(4 14)(5 10)(6 13)(7 9)(8 11)(12 19),"[[18, 15, 3, 6, 13, 16, 2, 0], [17, 19, 12, 9, 7, 10, 5, 8, 11, 14, 4, 1]]",2
21,[1 1 2 1 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 18)(3 15)(4 14)(5 10)(6 13)(7 9)(8 11)(12 17)(16 21),"[[20, 17, 12, 9, 7, 10, 5, 8, 11, 14, 4, 1, 19, 21, 16, 13, 6, 3, 15, 18, 2, 0]]",1
19,[1 2 0 1 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 12)(3 16)(4 14)(5 10)(6 13)(7 9)(8 11)(15 19),"[[18, 15, 19, 17, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 2, 0], [16, 13, 6, 3]]",2
21,[1 2 1 1 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 16)(3 15)(4 14)(5 10)(6 13)(7 9)(8 11)(12 18)(17 21),"[[20, 17, 21, 19, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 18, 15, 3, 6, 13, 16, 2, 0]]",1
23,[1 2 2 1 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 18)(3 15)(4 14)(5 10)(6 13)(7 9)(8 11)(12 17)(16 20)(19 23),"[[22, 19, 23, 21, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 17, 20, 16, 13, 6, 3, 15, 18, 2, 0]]",1
17,[1 0 0 2 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 15)(1 3)(2 17)(4 14)(5 10)(6 13)(7 9)(8 11)(12 16),"[[15, 17, 2, 0], [3, 6, 13, 16, 12, 9, 7, 10, 5, 8, 11, 14, 4, 1]]",2
19,[1 0 1 2 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 19)(3 17)(4 14)(5 10)(6 13)(7 9)(8 11)(12 16),"[[18, 15, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 16, 13, 6, 3, 17, 19, 2, 0]]",1
21,[1 0 2 2 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 18)(2 21)(3 17)(4 14)(5 10)(6 13)(7 9)(8 11)(12 16)(15 19),"[[20, 17, 3, 6, 13, 16, 12, 9, 7, 10, 5, 8, 11, 14, 4, 1, 18, 15, 19, 21, 2, 0]]",1
19,[1 1 0 2 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 15)(3 19)(4 14)(5 10)(6 13)(7 9)(8 11)(12 16),"[[18, 15, 2, 0], [17, 19, 3, 6, 13, 16, 12, 9, 7, 10, 5, 8, 11, 14, 4, 1]]",2
21,[1 1 1 2 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 18)(3 17)(4 14)(5 10)(6 13)(7 9)(8 11)(12 16)(15 21),"[[20, 17, 3, 6, 13, 16, 12, 9, 7, 10, 5, 8, 11, 14, 4, 1, 19, 21, 15, 18, 2, 0]]",1
23,[1 1 2 2 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 20)(3 17)(4 14)(5 10)(6 13)(7 9)(8 11)(12 16)(15 19)(18 23),"[[22, 19, 15, 18, 23, 21, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 16, 13, 6, 3, 17, 20, 2, 0]]",1
21,[1 2 0 2 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 15)(3 18)(4 14)(5 10)(6 13)(7 9)(8 11)(12 16)(17 21),"[[20, 17, 21, 19, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 16, 13, 6, 3, 18, 15, 2, 0]]",1
23,[1 2 1 2 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 18)(3 17)(4 14)(5 10)(6 13)(7 9)(8 11)(12 16)(15 20)(19 23),"[[22, 19, 23, 21, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 16, 13, 6, 3, 17, 20, 15, 18, 2, 0]]",1
25,[1 2 2 2 2 0 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 20)(3 17)(4 14)(5 10)(6 13)(7 9)(8 11)(12 16)(15 19)(18 22)(21 25),"[[24, 21, 25, 23, 1, 4, 14, 11, 8, 5, 10, 7, 9, 12, 16, 13, 6, 3, 17, 20, 2, 0], [19, 22, 18, 15]]",2
13,[1 0 0 0 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 4)(1 3)(2 10)(5 13)(6 12)(7 9)(8 11),"[[4, 1, 3, 6, 12, 9, 7, 10, 2, 0], [13, 11, 8, 5]]",2
13,[1 0 1 0 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 10)(1 4)(2 13)(3 5)(6 12)(7 9)(8 11),"[[10, 7, 9, 12, 6, 3, 5, 8, 11, 13, 2, 0], [4, 1]]",2
15,[1 0 2 0 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 10)(2 15)(3 5)(4 13)(6 12)(7 9)(8 11),"[[14, 11, 8, 5, 3, 6, 12, 9, 7, 10, 1, 4, 13, 15, 2, 0]]",1
13,[1 1 0 0 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 10)(1 5)(2 4)(3 13)(6 12)(7 9)(8 11),"[[10, 7, 9, 12, 6, 3, 13, 11, 8, 5, 1, 4, 2, 0]]",1
15,[1 1 1 0 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 10)(3 5)(4 15)(6 12)(7 9)(8 11),"[[14, 11, 8, 5, 3, 6, 12, 9, 7, 10, 2, 0], [13, 15, 4, 1]]",2
17,[1 1 2 0 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 14)(3 5)(4 13)(6 12)(7 9)(8 11)(10 17),"[[16, 13, 4, 1, 15, 17, 10, 7, 9, 12, 6, 3, 5, 8, 11, 14, 2, 0]]",1
15,[1 2 0 0 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 4)(3 10)(5 15)(6 12)(7 9)(8 11),"[[14, 11, 8, 5, 15, 13, 1, 4, 2, 0], [10, 7, 9, 12, 6, 3]]",2
17,[1 2 1 0 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 10)(3 5)(4 14)(6 12)(7 9)(8 11)(13 17),"[[16, 13, 17, 15, 1, 4, 14, 11, 8, 5, 3, 6, 12, 9, 7, 10, 2, 0]]",1
19,[1 2 2 0 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 14)(3 5)(4 13)(6 12)(7 9)(8 11)(10 16)(15 19),"[[18, 15, 19, 17, 1, 4, 13, 16, 10, 7, 9, 12, 6, 3, 5, 8, 11, 14, 2, 0]]",1
13,[1 0 0 1 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 5)(1 3)(2 13)(4 10)(6 12)(7 9)(8 11),"[[5, 8, 11, 13, 2, 0], [3, 6, 12, 9, 7, 10, 4, 1]]",2
15,[1 0 1 1 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 5)(2 15)(3 13)(4 10)(6 12)(7 9)(8 11),"[[14, 11, 8, 5, 1, 4, 10, 7, 9, 12, 6, 3, 13, 15, 2, 0]]",1
17,[1 0 2 1 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 14)(2 17)(3 13)(4 10)(5 15)(6 12)(7 9)(8 11),"[[16, 13, 3, 6, 12, 9, 7, 10, 4, 1, 14, 11, 8, 5, 15, 17, 2, 0]]",1
15,[1 1 0 1 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 5)(3 15)(4 10)(6 12)(7 9)(8 11),"[[14, 11, 8, 5, 2, 0], [13, 15, 3, 6, 12, 9, 7, 10, 4, 1]]",2
17,[1 1 1 1 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 14)(3 13)(4 10)(5 17)(6 12)(7 9)(8 11),"[[16, 13, 3, 6, 12, 9, 7, 10, 4, 1, 15, 17, 5, 8, 11, 14, 2, 0]]",1
19,[1 1 2 1 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 16)(3 13)(4 10)(5 15)(6 12)(7 9)(8 11)(14 19),"[[18, 15, 5, 8, 11, 14, 19, 17, 1, 4, 10, 7, 9, 12, 6, 3, 13, 16, 2, 0]]",1
17,[1 2 0 1 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 5)(3 14)(4 10)(6 12)(7 9)(8 11)(13 17),"[[16, 13, 17, 15, 1, 4, 10, 7, 9, 12, 6, 3, 14, 11, 8, 5, 2, 0]]",1
19,[1 2 1 1 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 14)(3 13)(4 10)(5 16)(6 12)(7 9)(8 11)(15 19),"[[18, 15, 19, 17, 1, 4, 10, 7, 9, 12, 6, 3, 13, 16, 5, 8, 11, 14, 2, 0]]",1
21,[1 2 2 1 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 16)(3 13)(4 10)(5 15)(6 12)(7 9)(8 11)(14 18)(17 21),"[[20, 17, 21, 19, 1, 4, 10, 7, 9, 12, 6, 3, 13, 16, 2, 0], [15, 18, 14, 11, 8, 5]]",2
15,[1 0 0 2 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 13)(1 3)(2 15)(4 10)(5 14)(6 12)(7 9)(8 11),"[[13, 15, 2, 0], [3, 6, 12, 9, 7, 10, 4, 1], [14, 11, 8, 5]]",3
17,[1 0 1 2 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 17)(3 15)(4 10)(5 14)(6 12)(7 9)(8 11),"[[16, 13, 1, 4, 10, 7, 9, 12, 6, 3, 15, 17, 2, 0], [14, 11, 8, 5]]",2
19,[1 0 2 2 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 16)(2 19)(3 15)(4 10)(5 14)(6 12)(7 9)(8 11)(13 17),"[[18, 15, 3, 6, 12, 9, 7, 10, 4, 1, 16, 13, 17, 19, 2, 0], [14, 11, 8, 5]]",2
17,[1 1 0 2 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 13)(3 17)(4 10)(5 14)(6 12)(7 9)(8 11),"[[16, 13, 2, 0], [15, 17, 3, 6, 12, 9, 7, 10, 4, 1], [14, 11, 8, 5]]",3
19,[1 1 1 2 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 16)(3 15)(4 10)(5 14)(6 12)(7 9)(8 11)(13 19),"[[18, 15, 3, 6, 12, 9, 7, 10, 4, 1, 17, 19, 13, 16, 2, 0], [14, 11, 8, 5]]",2
21,[1 1 2 2 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 18)(3 15)(4 10)(5 14)(6 12)(7 9)(8 11)(13 17)(16 21),"[[20, 17, 13, 16, 21, 19, 1, 4, 10, 7, 9, 12, 6, 3, 15, 18, 2, 0], [14, 11, 8, 5]]",2
19,[1 2 0 2 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 13)(3 16)(4 10)(5 14)(6 12)(7 9)(8 11)(15 19),"[[18, 15, 19, 17, 1, 4, 10, 7, 9, 12, 6, 3, 16, 13, 2, 0], [14, 11, 8, 5]]",2
21,[1 2 1 2 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 16)(3 15)(4 10)(5 14)(6 12)(7 9)(8 11)(13 18)(17 21),"[[20, 17, 21, 19, 1, 4, 10, 7, 9, 12, 6, 3, 15, 18, 13, 16, 2, 0], [14, 11, 8, 5]]",2
23,[1 2 2 2 0 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 18)(3 15)(4 10)(5 14)(6 12)(7 9)(8 11)(13 17)(16 20)(19 23),"[[22, 19, 23, 21, 1, 4, 10, 7, 9, 12, 6, 3, 15, 18, 2, 0], [14, 11, 8, 5], [17, 20, 16, 13]]",3
15,[1 0 0 0 1 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 4)(1 3)(2 14)(5 13)(6 12)(7 9)(8 11)(10 15),"[[4, 1, 3, 6, 12, 9, 7, 10, 15, 13, 5, 8, 11, 14, 2, 0]]",1
15,[1 0 1 0 1 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 4)(2 15)(3 10)(5 13)(6 12)(7 9)(8 11),"[[14, 11, 8, 5, 13, 15, 2, 0], [4, 1], [10, 7, 9, 12, 6, 3]]",3
17,[1 0 2 0 1 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 14)(2 17)(3 10)(4 15)(5 13)(6 12)(7 9)(8 11),"[[16, 13, 5, 8, 11, 14, 1, 4, 15, 17, 2, 0], [10, 7, 9, 12, 6, 3]]",2
15,[1 1 0 0 1 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 10)(2 4)(3 15)(5 13)(6 12)(7 9)(8 11),"[[14, 11, 8, 5, 13, 15, 3, 6, 12, 9, 7, 10, 1, 4, 2, 0]]",1
17,[1 1 1 0 1 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 14)(3 10)(4 17)(5 13)(6 12)(7 9)(8 11),"[[16, 13, 5, 8, 11, 14, 2, 0], [15, 17, 4, 1], [10, 7, 9, 12, 6, 3]]",3
19,[1 1 2 0 1 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 16)(3 10)(4 15)(5 13)(6 12)(7 9)(8 11)(14 19),"[[18, 15, 4, 1, 17, 19, 14, 11, 8, 5, 13, 16, 2, 0], [10, 7, 9, 12, 6, 3]]",2
17,[1 2 0 0 1 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 4)(3 14)(5 13)(6 12)(7 9)(8 11)(10 17),"[[16, 13, 5, 8, 11, 14, 3, 6, 12, 9, 7, 10, 17, 15, 1, 4, 2, 0]]",1
19,[1 2 1 0 1 1 2],(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 14)(3 10)(4 16)(5 13)(6 12)(7 9)(8 11)(15 19),"[[18, 15, 19, 17, 1, 4, 16, 13, 5, 8, 11, 14, 2, 0], [10, 7, 9, 12, 6, 3]]",2
